ID, question, Option 1, Option 2, Option 3, Option 4, Answer
184,"Oversimplified concepts of groups of people are referred to as","group thinking.","social stereotypes.","relational stereotypes.","disjunctive stereotypes.","social stereotypes."
184,"Oversimplified concepts of groups of people are referred to as","group thinking.","social stereotypes.","relational stereotypes.","disjunctive stereotypes.","social stereotypes."
186,"Thought that is intuitive, haphazard, or personal is termed","inductive thought.","deductive thought.","logical thought.","illogical thought.","illogical thought."
186,"Thought that is intuitive, haphazard, or personal is termed","inductive thought.","deductive thought.","logical thought.","illogical thought.","illogical thought."
188,"__________ are the smallest meaningful units of speech.","Morphemes","Phonemes","Pheromones","Concepts","Morphemes"
188,"__________ are the smallest meaningful units of speech.","Morphemes","Phonemes","Pheromones","Concepts","Morphemes"
190,"The ability to speak two languages is referred to as","bi-languagism.","fluency.","bilingualism.","none of these.","bilingualism."
190,"The ability to speak two languages is referred to as","bi-languagism.","fluency.","bilingualism.","none of these.","bilingualism."
192,"The two most basic units of speech are","words and rules of grammar.","ideas and concepts.","morphemes and phonemes.","connotative and denotative meaning.","morphemes and phonemes."
192,"The two most basic units of speech are","words and rules of grammar.","ideas and concepts.","morphemes and phonemes.","connotative and denotative meaning.","morphemes and phonemes."
194,"Words or ideas representing a class of objects are called","abstractions.","attributes.","thoughts.","concepts.","concepts."
194,"Words or ideas representing a class of objects are called","abstractions.","attributes.","thoughts.","concepts.","concepts."
196,"Psychologist Wolfgang K&#246;hler believed that the solution of a multiple-stick problem in chimpanzees revealed","how reinforcement strongly guided their behavior.","an ability for versatile and appropriate behavior to changing circumstances.","a capacity for insight.","the same problem solving abilities in chimps as in gorillas.","a capacity for insight."
196,"Psychologist Wolfgang K&#246;hler believed that the solution of a multiple-stick problem in chimpanzees revealed","how reinforcement strongly guided their behavior.","an ability for versatile and appropriate behavior to changing circumstances.","a capacity for insight.","the same problem solving abilities in chimps as in gorillas.","a capacity for insight."
198,"&quot;Anti&quot; is an example of","a phoneme.","syntax.","surface structure.","a morpheme.","a morpheme."
198,"&quot;Anti&quot; is an example of","a phoneme.","syntax.","surface structure.","a morpheme.","a morpheme."
200,"Normal problem solving is likely to use","mental images.","olfactory sensations.","synesthesia.","semantic repression.","mental images."
200,"Normal problem solving is likely to use","mental images.","olfactory sensations.","synesthesia.","semantic repression.","mental images."
202,"A detailed, practical, and workable solution to a problem is called a(n) __________ solution.","heuristic","general","functional","specific","functional"
